,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Reaches_Start,Reaches_End,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
497,31,32,2,99.2964824120603,98,9736,1,⭐ Excellent Match (1/1),Step 2: Best Match,7,6,7,49,0,43,100.0%,12.2%,❌ Diff: RDP=7 vs Santa=6,56,13,43,98_Recombination events.csv|9736,9736,98_Recombination events.csv,5304,10000,['13'],1000,0.000025,0.02,0.1,5000,50,5304,9981,5304-9981,['13'],"['34', '10', '3', '7', '14', '49', '38', '11']","['43', '35', '18', '4']",0,19,19,99.6,,,,,🎯 Perfect (1/1),56.92,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5304-10000,99.6%,100.0%,0,99.6,,,,,,,,,,100,98.1,0,1,2,0,1,❌ None
498,32,33,2,99.28278688524593,96,9999,3,✅ Complete Match (1/1),Step 2: Best Match,10,10,11,52,1,42,90.9%,19.2%,✅ Equal,63,20,43,96_Recombination events.csv|9999,9999,96_Recombination events.csv,3279,5778,"['2', '48']",1000,0.000025,0.02,0.1,5000,50,3309,5786,3309-5786,"['2', '48']","['12', '36', '43', '37', '42']","['31', '34', '47', '6', '17']",30,8,38,98.8,,,,,✅ Complete (2/2),56.760000000000005,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3279-5778,98.8%,100.0%,0,98.8,,,,,,,,,,100,96.2,0,1,3,0,3,❌ None
499,33,34,2,99.17184265010351,97,9852,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,35,0,33,100.0%,5.7%,✅ Equal,37,4,33,97_Recombination events.csv|9852,9852,97_Recombination events.csv,2430,5946,['6'],1000,0.000025,0.02,0.1,5000,50,2446,5912,2446-5912,['6'],['43'],"['36', '48', '41', '32', '9', '42', '25']",16,34,50,98.6,,,,,🎯 Perfect (1/1),56.72,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2430-5946,98.6%,100.0%,0,98.6,,,,,,,,,,100,95,0,1,3,0,2,❌ None
500,34,35,2,99.14914914914914,84,9856,2,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,13,52,5,44,61.5%,15.4%,✅ Equal,65,16,49,84_Recombination events.csv|9856,9856,84_Recombination events.csv,8064,10000,['31'],1000,0.000025,0.02,0.1,5000,50,8064,9982,8064-9982,['31'],['6'],['15'],0,18,18,99.1,,,,,🎯 Perfect (1/1),56.82,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8064-10000,99.1%,100.0%,0,99.1,,,,,,,,,,100,98.2,0,1,2,0,2,❌ None
501,35,36,1,99.09456740442656,82,9706,3,Standard_Match,Step 1: Approximate,4,4,4,40,0,36,100.0%,10.0%,✅ Equal,44,8,36,82_Recombination events.csv|9706,9706,82_Recombination events.csv,660,1077,['14'],1000,0.000025,0.02,0.1,5000,50,667,1094,667-1094,['14'],['49'],"['31', '30', '13', '16', '46', '11']",7,17,24,98.32134292565948,417,104.2,25,Exact Recombinant Match,,56.66426858513189,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,660-1077,98.3%,100.0%,0,98.32134292565948,,,,,,,,,,100,97.6,0,1,7,0,3,❌ None
502,36,37,5,99.04618473895584,81,9988,2,Standard_Match,Step 1: Approximate,9,8,12,58,3,50,75.0%,13.8%,❌ Diff: RDP=9 vs Santa=8,70,17,53,81_Recombination events.csv|9988,9988,81_Recombination events.csv,3681,10000,['35'],1000,0.000025,0.02,0.1,5000,50,3682,9978,3682-9978,['35'],['39'],"['7', '25']",1,22,23,99.63601835733502,3681,920.2,25,Exact Recombinant Match,,56.927203671467005,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3681-10000,99.6%,100.0%,0,99.63601835733502,,,,,,,,,,100,97.7,0,1,7,0,2,❌ None
503,37,38,6,99.04618473895584,81,9988,9,Cross Match (Case_S2_E1E),Step 6: Cross Matches,9,8,12,58,3,50,75.0%,13.8%,❌ Diff: RDP=9 vs Santa=8,70,17,53,81_Recombination events.csv|9988,9988,81_Recombination events.csv,3681,10000,['35'],1000,0.000025,0.02,0.1,5000,50,3682,9978,3682-5046,['35'] | ['35'],"['39'] | ['31', '2', '19', '36', '30', '3', '43', '4', '23', '24', '5', '38', '27', '22']","['7', '25'] | ['34', '10', '28', '7', '33', '13', '17', '1', '18', '29', '45', '42', '25']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,2,9,,0,9,3681-10000,100.0%,100.0%,100,100,,,,,,,,,,100,97.7,5,3,4,100,9,✅ Start+End
504,38,39,2,99.02862985685071,90,9764,5,Standard_Match,Step 1: Approximate,7,7,11,37,4,30,63.6%,18.9%,✅ Equal,48,14,34,90_Recombination events.csv|9764,9764,90_Recombination events.csv,9090,10000,['28'],1000,0.000025,0.02,0.1,5000,50,9076,9973,9076-9973,['28'],"['15', '29', '21', '39']","['33', '30', '27']",14,27,41,97.03296703296704,910,227.5,25,Exact Recombinant Match,,56.40659340659341,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,9090-10000,97.0%,100.0%,0,97.03296703296704,,,,,,,,,,100,95.9,0,1,7,0,5,❌ None
505,39,40,3,98.68287740628163,100,10053,1,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,11,62,3,54,72.7%,12.9%,✅ Equal,73,16,57,100_Recombination events.csv|10053,10053,100_Recombination events.csv,4521,10000,"['15', '45']",1000,0.000025,0.02,0.1,5000,50,4522,9962,4522-9962,"['15', '45']",['11'],"['31', '10', '20', '3', '43', '14', '37', '38', '50', '1', '9', '18', '16', '25']",1,38,39,99.3,,,,,✅ Complete (2/2),56.86,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4521-10000,99.3%,100.0%,0,99.3,,,,,,,,,,100,96.1,0,1,2,0,1,❌ None
506,40,41,2,98.64593781344033,93,10254,1,Standard_Match,Step 1: Approximate,6,6,7,45,1,39,85.7%,13.3%,✅ Equal,52,12,40,93_Recombination events.csv|10254,10254,93_Recombination events.csv,7524,10000,['18'],1000,0.000025,0.02,0.1,5000,50,7521,9973,7521-9973,['18'],['26'],"['33', '48', '10', '8']",3,27,30,98.90953150242326,2476,619,25,Exact Recombinant Match,,56.78190630048465,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7524-10000,98.9%,100.0%,0,98.90953150242326,,,,,,,,,,100,97,0,1,7,0,1,❌ None
507,41,42,4,98.643216080402,77,9724,1,Standard_Match,Step 1: Approximate,5,5,10,48,5,43,50.0%,10.4%,✅ Equal,58,10,48,77_Recombination events.csv|9724,9724,77_Recombination events.csv,2622,10000,['31'],1000,0.000025,0.02,0.1,5000,50,2616,9974,2616-9974,['31'],"['2', '42', '21']","['36', '30', '23', '27', '46', '25', '10', '35', '6', '13', '17', '22', '3', '49', '41', '15', '50', '20', '33', '16', '26', '8', '40', '39', '5', '1', '45']",6,26,32,99.6476009758742,2622,655.5,25,Exact Recombinant Match,,56.929520195174845,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2622-10000,99.6%,100.0%,0,99.6476009758742,,,,,,,,,,100,96.8,0,1,7,0,1,❌ None
508,42,43,1,98.51282051282053,79,9812,2,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,33,0,28,100.0%,15.2%,✅ Equal,38,10,28,79_Recombination events.csv|9812,9812,79_Recombination events.csv,2676,10000,['12'],1000,0.000025,0.02,0.1,5000,50,2716,9986,2716-9986,['12'],"['31', '2', '47', '10', '30', '6', '50', '26']","['44', '20', '8', '39', '5', '13', '27', '11']",40,14,54,99.3,,,,,🎯 Perfect (1/1),56.86,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2676-10000,99.3%,100.0%,0,99.3,,,,,,,,,,100,94.6,0,1,3,0,2,❌ None
509,43,44,3,98.38220424671384,94,9998,6,Standard_Match,Step 1: Approximate,7,6,9,54,2,48,77.8%,11.1%,❌ Diff: RDP=7 vs Santa=6,63,13,50,94_Recombination events.csv|9998,9998,94_Recombination events.csv,2571,7197,['16'],1000,0.000025,0.02,0.1,5000,50,2552,7221,2552-7221,['16'],['14'],['28'],19,24,43,100,4626,1156.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,2571-7197,100.0%,100.0%,0,100,,,,,,,,,,100,95.7,0,1,7,0,6,❌ None
510,44,45,3,98.34170854271358,98,9631,3,Standard_Match,Step 1: Approximate,7,6,7,49,0,43,100.0%,12.2%,❌ Diff: RDP=7 vs Santa=6,56,13,43,98_Recombination events.csv|9631,9631,98_Recombination events.csv,3996,9648,"['36', '37']",1000,0.000025,0.02,0.1,5000,50,3974,9632,3974-9632,"['36', '37']",['20'],"['23', '50', '26', '39']",22,16,38,99.7169143665959,4348,1087,25,Exact Recombinant Match,,56.94338287331918,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3996-9648,99.7%,100.0%,0,99.7169143665959,,,,,,,,,,100,96.2,0,1,7,0,3,❌ None
511,45,46,3,98.24473420260782,93,10173,5,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,7,45,1,39,85.7%,13.3%,✅ Equal,52,12,40,93_Recombination events.csv|10173,10173,93_Recombination events.csv,4812,10000,['25'],1000,0.000025,0.02,0.1,5000,50,4826,9976,4826-9976,['25'],"['15', '45']","['20', '40']",14,24,38,99.3,,,,,🎯 Perfect (1/1),56.86,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,4812-10000,99.3%,100.0%,0,99.3,,,,,,,,,,100,96.2,0,1,2,0,5,❌ None
512,46,47,3,98.19819819819818,84,9798,3,✅ Complete Match (1/1),Step 2: Best Match,8,8,13,52,5,44,61.5%,15.4%,✅ Equal,65,16,49,84_Recombination events.csv|9798,9798,84_Recombination events.csv,7386,10000,"['13', '8']",1000,0.000025,0.02,0.1,5000,50,7412,9989,7412-9989,"['13', '8']","['35', '27']","['12', '36', '30', '43', '40', '23', '45', '26']",26,11,37,98.6,,,,,✅ Complete (2/2),56.72,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7386-10000,98.6%,100.0%,0,98.6,,,,,,,,,,100,96.3,0,1,3,0,3,❌ None
513,47,48,4,98.18548387096774,80,9955,1,⭐ Excellent Match (1/1),Step 2: Best Match,12,10,15,49,3,39,80.0%,20.4%,❌ Diff: RDP=12 vs Santa=10,64,22,42,80_Recombination events.csv|9955,9955,80_Recombination events.csv,5193,10000,['49'],1000,0.000025,0.02,0.1,5000,50,5220,9983,5220-9983,['49'],['25'],"['31', '4']",27,17,44,99.1,,,,,🎯 Perfect (1/1),56.82,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5193-10000,99.1%,100.0%,0,99.1,,,,,,,,,,100,95.6,0,1,2,0,1,❌ None
514,48,49,4,98.09809809809808,84,9461,4,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,13,52,5,44,61.5%,15.4%,✅ Equal,65,16,49,84_Recombination events.csv|9461,9461,84_Recombination events.csv,4866,10000,['33'],1000,0.000025,0.02,0.1,5000,50,4829,9998,4829-9998,['33'],"['31', '10', '20', '3', '21', '41', '15', '24', '5', '50', '18', '11', '22']","['2', '19', '14', '6', '17', '46']",37,2,39,100,,,,,🎯 Perfect (1/1),57,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4866-10000,100.0%,100.0%,0,100,,,,,,,,,,100,96.1,0,1,2,0,4,❌ None
515,49,50,2,97.69307923771314,92,9624,4,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,46,1,40,85.7%,13.0%,✅ Equal,53,12,41,92_Recombination events.csv|9624,9624,92_Recombination events.csv,6477,10000,['8'],1000,0.000025,0.02,0.1,5000,50,6464,9964,6464-9964,['8'],"['31', '2', '49', '21', '40', '50', '27', '46', '16', '45', '25']","['22', '26', '34']",13,36,49,99,,,,,🎯 Perfect (1/1),56.8,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6477-10000,99.0%,100.0%,0,99,,,,,,,,,,100,95.1,0,1,3,0,4,❌ None
516,50,51,7,97.03815261044176,81,9961,12,Cross Match (Case_S1_E2E),Step 6: Cross Matches,9,8,12,58,3,50,75.0%,13.8%,❌ Diff: RDP=9 vs Santa=8,70,17,53,81_Recombination events.csv|9961,9961,81_Recombination events.csv,6159,10000,['42'],1000,0.000025,0.02,0.1,5000,50,6170,9948,6332-9948,['42'] | ['42'],"['10', '28', '13', '17', '1', '45'] | ['45']","['33'] | ['34', '7', '29']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,12,10,,0,12,6159-10000,100.0%,100.0%,100,100,,,,,,,,,,100,93.7,5,3,4,100,12,✅ Start+End
517,51,52,2,96.25126646403244,99,9620,4,✅ Complete Match (1/1),Step 2: Best Match,4,4,5,70,1,66,80.0%,5.7%,✅ Equal,75,8,67,99_Recombination events.csv|9620,9620,99_Recombination events.csv,6399,8211,"['17', '38', '46', '6', '7']",1000,0.000025,0.02,0.1,5000,50,6398,8125,6398-8125,"['7', '6', '38', '17', '46']","['19', '3', '35', '15', '13', '18']",['34'],1,86,87,95.3,,,,,✅ Complete (5/5),56.06,100,5/5,100,5,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6399-8211,95.3%,100.0%,0,95.3,,,,,,,,,,40,91.3,0,1,3,0,4,❌ None
518,52,53,3,96.08826479438316,92,9703,7,Standard_Match,Step 1: Approximate,6,6,7,46,1,40,85.7%,13.0%,✅ Equal,53,12,41,92_Recombination events.csv|9703,9703,92_Recombination events.csv,8187,9756,['30'],1000,0.000025,0.02,0.1,5000,50,8222,9710,8222-9710,['30'],"['31', '2', '49', '21', '40', '50', '27', '46', '16', '45', '25']","['12', '19', '44', '28', '43', '39', '32', '17', '11']",35,46,81,94.83747609942638,1569,392.2,25,Exact Recombinant Match,,55.96749521988528,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,8187-9756,94.8%,100.0%,0,94.83747609942638,,,,,,,,,,100,91.9,0,1,7,0,7,❌ None
519,53,54,3,95.70552147239265,90,9836,4,Standard_Match,Step 1: Approximate,7,7,11,37,4,30,63.6%,18.9%,✅ Equal,48,14,34,90_Recombination events.csv|9836,9836,90_Recombination events.csv,3072,8481,['50'],1000,0.000025,0.02,0.1,5000,50,3068,8583,3068-8583,['50'],['32'],['5'],4,102,106,100,4591,1147.8,25,Exact Recombinant Match,,55,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3072-8481,100.0%,100.0%,0,100,,,,,,,,,,100,89.4,0,1,7,0,4,❌ None
520,54,55,3,95.6967213114754,96,10055,10,Standard_Match,Step 1: Approximate,10,10,11,52,1,42,90.9%,19.2%,✅ Equal,63,20,43,96_Recombination events.csv|10055,10055,96_Recombination events.csv,3204,3759,['48'],1000,0.000025,0.02,0.1,5000,50,3309,3756,3309-3756,['48'],['47'],['2'],105,3,108,80.54054054054053,555,138.8,25,Exact Recombinant Match,,51.10810810810811,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,10,3204-3759,80.5%,100.0%,0,80.54054054054053,,,,,,,,,,100,89.2,0,1,7,0,1,❌ None
521,55,56,4,94.58077709611452,90,9844,2,Standard_Match,Step 1: Approximate,7,7,11,37,4,30,63.6%,18.9%,✅ Equal,48,14,34,90_Recombination events.csv|9844,9844,90_Recombination events.csv,2052,4707,['36'],1000,0.000025,0.02,0.1,5000,50,2104,4783,2104-4783,['36'],['43'],['47'],52,76,128,98.04143126177024,2655,663.8,25,Exact Recombinant Match,,56.60828625235405,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2052-4707,98.0%,100.0%,0,98.04143126177024,,,,,,,,,,100,87.2,0,1,7,0,2,❌ None
522,56,57,4,93.51570415400204,100,9929,6,Standard_Match,Step 1: Approximate,8,8,11,62,3,54,72.7%,12.9%,✅ Equal,73,16,57,100_Recombination events.csv|9929,9929,100_Recombination events.csv,5553,10000,"['15', '22', '38', '45']",1000,0.000025,0.02,0.1,5000,50,5434,9978,5434-9978,"['15', '22', '38', '45']","['31', '14', '37', '50', '1', '18', '16', '25']","['2', '30']",119,22,141,99.50528446143468,4447,1111.8,25,Exact Recombinant Match,,54.90105689228693,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,5553-10000,99.5%,100.0%,0,99.50528446143468,,,,,,,,,,100,85.9,0,1,7,0,6,❌ None
523,57,58,4,91.66307161345988,96,8866,4,✅ Complete Match (1/1),Step 2: Best Match,10,10,11,52,1,42,90.9%,19.2%,✅ Equal,63,20,43,96_Recombination events.csv|8866,8866,96_Recombination events.csv,7611,9816,"['1', '10', '11', '12', '14', '15', '16', '18', '19', '2', '21', '22', '23', '24', '25', '26', '28', '29', '30', '32', '33', '35', '36', '37', '39', '41', '42', '43', '44', '46', '48', '5', '50', '7', '8']",1000,0.000025,0.02,0.1,5000,50,7691,9820,7691-9820,"['36', '30', '43', '14', '21', '46', '44', '11', '12', '28', '35', '32', '22', '15', '50', '19', '37', '5', '42']","['45', '40', '4']","['7', '8', '41', '39', '23', '1', '29', '16', '33', '26', '25']",80,4,84,96.4,,,,,✅ Complete (19/19),56.28,54.3,19/19,100,35,19,19/19,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,7611-9816,96.4%,100.0%,0,96.4,,,,,,,,,,89.47368421052632,91.6,0,1,3,0,4,❌ None
524,58,59,3,91.56534954407294,99,9956,3,✅ Complete Match (1/1),Step 2: Best Match,4,4,5,70,1,66,80.0%,5.7%,✅ Equal,75,8,67,99_Recombination events.csv|9956,9956,99_Recombination events.csv,6882,7143,"['12', '2', '26']",1000,0.000025,0.02,0.1,5000,50,6876,7134,6876-7134,"['2', '12', '26']",['9'],['8'],6,9,15,96.6,,,,,✅ Complete (3/3),58.32,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6882-7143,96.6%,100.0%,0,96.6,,,,,,,,,,33.33333333333333,98.5,0,1,3,0,3,❌ None
525,59,60,5,89.81854838709677,80,9881,9,Standard_Match,Step 1: Approximate,12,10,15,49,3,39,80.0%,20.4%,❌ Diff: RDP=12 vs Santa=10,64,22,42,80_Recombination events.csv|9881,9881,80_Recombination events.csv,7083,10000,['2'],1000,0.000025,0.02,0.1,5000,50,7143,9850,7143-9850,['2'],"['10', '41', '40', '21', '9']","['18', '34', '30']",60,150,210,92.8008227631128,2917,729.2,25,Exact Recombinant Match,,53.56016455262256,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,7083-10000,92.8%,100.0%,0,92.8008227631128,,,,,,,,,,100,79,0,1,7,0,9,❌ None
526,60,61,1,89.76697061803445,83,9703,4,Standard_Match,Step 1: Approximate,3,3,5,46,2,43,60.0%,6.5%,✅ Equal,51,6,45,83_Recombination events.csv|9703,9703,83_Recombination events.csv,2001,10000,['24'],1000,0.000025,0.02,0.1,5000,50,2004,9788,2004-9788,['24'],"['23', '34', '48']",['46'],3,212,215,97.31216402050256,2001,500.2,25,Exact Recombinant Match,,54.46243280410052,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,2001-10000,97.3%,100.0%,0,97.31216402050256,,,,,,,,,,100,78.5,0,1,7,0,4,❌ None
527,61,62,1,88.88888888888889,89,9611,1,⭐ Excellent Match (1/1),Step 2: Best Match,5,4,7,55,2,51,71.4%,7.3%,❌ Diff: RDP=5 vs Santa=4,62,9,53,89_Recombination events.csv|9611,9611,89_Recombination events.csv,4020,10000,"['1', '11', '14', '18', '2', '20', '21', '23', '24', '25', '26', '27', '28', '4', '44', '45', '46', '47', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,4008,9988,4008-9988,"['2', '47', '28', '7', '8', '14', '21', '23', '24', '1', '9', '18', '27', '20', '45', '46', '26', '25']","['22', '43', '48']","['36', '30', '4', '44', '11', '35', '17', '3', '49', '41', '15', '50', '38', '16', '19', '39', '5', '29', '42']",12,12,24,99.8,,,,,✅ Complete (18/18),56.96,85.7,18/18,100,21,18,18/18,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4020-10000,99.8%,100.0%,0,99.8,,,,,,,,,,77.77777777777779,97.6,0,1,2,0,1,❌ None
528,62,63,6,87.45347394540943,80,8975,4,✅ Complete Match (1/1),Step 2: Best Match,12,10,15,49,3,39,80.0%,20.4%,❌ Diff: RDP=12 vs Santa=10,64,22,42,80_Recombination events.csv|8975,8975,80_Recombination events.csv,930,10000,"['1', '10', '11', '12', '14', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '26', '28', '29', '30', '31', '32', '33', '34', '35', '37', '38', '4', '40', '41', '42', '44', '45', '46', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,919,9983,919-9983,"['2', '34', '30', '28', '8', '37', '5', '38', '1', '18', '16', '33', '42']","['47', '36', '3', '43', '39', '15', '13', '27', '25']","['31', '14', '21', '4', '46', '11', '12', '10', '35', '24', '6', '32', '17', '22', '41', '50', '20', '48', '40', '29', '9', '45']",11,17,28,99.8,,,,,✅ Complete (13/13),56.96,31.7,13/13,100,41,13,13/13,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,930-10000,99.8%,100.0%,0,99.8,,,,,,,,,,76.92307692307693,97.2,0,1,3,0,4,❌ None
529,63,64,3,87.20864448970356,85,8505,9,✅ Complete Match (1/1),Step 2: Best Match,8,7,14,45,6,38,57.1%,15.6%,❌ Diff: RDP=8 vs Santa=7,59,15,44,85_Recombination events.csv|8505,8505,85_Recombination events.csv,4230,10000,"['1', '10', '19', '2', '20', '22', '26', '27', '29', '3', '30', '31', '34', '36', '37', '4', '43', '44', '46', '47', '49', '5', '50', '8', '9']",1000,0.000025,0.02,0.1,5000,50,4187,9992,4187-9992,"['2', '10', '36', '8', '37', '50', '46', '22', '26']","['14', '15', '6', '24', '32', '42']","['12', '48', '28', '7', '35', '21', '39', '13', '16', '18', '11', '45', '25']",43,8,51,99.9,,,,,✅ Complete (9/9),56.98,36,9/9,100,25,9,9/9,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,4230-10000,99.9%,100.0%,0,99.9,,,,,,,,,,77.77777777777779,94.9,0,1,3,0,9,❌ None
530,64,65,4,86.11501170177198,93,10069,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,7,45,1,39,85.7%,13.3%,✅ Equal,52,12,40,93_Recombination events.csv|10069,10069,93_Recombination events.csv,4539,6765,"['10', '16', '18', '23', '31', '33', '36', '41', '42', '46', '48', '50', '6', '7', '8']",1000,0.000025,0.02,0.1,5000,50,4540,6778,4540-6778,"['31', '10', '36', '48', '7', '8', '41', '23', '6', '50', '18', '46', '16', '33', '42']","['2', '34', '28', '3', '21', '37', '15', '13', '45']","['5', '14', '29', '4']",1,13,14,100,,,,,✅ Complete (15/15),57,100,15/15,100,15,15,15/15,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4539-6765,100.0%,100.0%,0,100,,,,,,,,,,73.33333333333333,98.6,0,1,2,0,4,❌ None
531,65,66,5,86.06889564336373,100,10002,2,✅ Complete Match (1/1),Step 2: Best Match,8,8,11,62,3,54,72.7%,12.9%,✅ Equal,73,16,57,100_Recombination events.csv|10002,10002,100_Recombination events.csv,2628,10000,"['11', '15', '45']",1000,0.000025,0.02,0.1,5000,50,2642,9726,2642-9726,"['11', '45']","['6', '27']","['44', '29', '8', '39']",14,274,288,96.1,,,,,✅ Complete (2/2),54.22,66.7,2/2,100,3,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2628-10000,96.1%,100.0%,0,96.1,,,,,,,,,,100,71.2,0,1,3,0,2,❌ None
532,66,67,2,85.5639851130833,86,9782,5,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,9,34,3,28,66.7%,17.6%,✅ Equal,43,12,31,86_Recombination events.csv|9782,9782,86_Recombination events.csv,9390,10000,"['12', '18', '21', '22', '30', '31', '39', '47', '49']",1000,0.000025,0.02,0.1,5000,50,9392,9997,9392-9997,"['31', '47', '30', '21', '39', '18', '22']","['10', '36', '8', '35', '37', '4', '15', '24', '17', '29']","['19', '40']",2,3,5,99.2,,,,,✅ Complete (7/7),58.84,77.8,7/7,100,9,7,7/7,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,9390-10000,99.2%,100.0%,0,99.2,,,,,,,,,,71.42857142857143,99.5,0,1,2,0,5,❌ None
